TYPE,YEAR,MONTH,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2016,3,2XX GEORGIA VIA,Central Business District,492517.138884,5458274.47207
Theft from Vehicle,2016,1,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Theft from Vehicle,2016,1,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Mischief,2016,3,49XX KILLARNEY ST,Renfrew-Collingwood,496898.661896,5454113.8460599985
Mischief,2016,1,49XX KILLARNEY ST,Renfrew-Collingwood,496888.485919,5454097.75447
Break and Enter Commercial,2016,1,8XX CAMBIE ST,Central Business District,491581.3495,5458340.89113
Theft from Vehicle,2016,1,8XX BEATTY ST,Central Business District,491708.175286,5458311.89738
Other Theft,2016,1,56XX VICTORIA DR,Kensington-Cedar Cottage,495226.445249,5453351.10784
Theft from Vehicle,2016,1,ALDER ST / W 7TH AVE,Fairview,490448.721727,5456949.2362
Theft from Vehicle,2016,1,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Offence Against a Person,2016,1,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2016,2,2X W PENDER ST,Central Business District,492327.579727,5458669.755530002
Break and Enter Residential/Other,2016,1,30XX W 20TH AVE,Arbutus Ridge,487362.318192,5455781.19514
Break and Enter Residential/Other,2016,2,30XX W 21ST AVE,Arbutus Ridge,487402.801288,5455679.44612
Break and Enter Residential/Other,2016,1,24XX POINT GREY RD,Kitsilano,488310.57703900005,5457881.06191
Break and Enter Residential/Other,2016,2,30XX W 31ST AVE,Dunbar-Southlands,487316.103541,5454616.64514
Break and Enter Residential/Other,2016,3,30XX W 35TH AVE,Dunbar-Southlands,487389.743185,5454194.60981
Theft from Vehicle,2016,2,55XX MACKENZIE ST,Arbutus Ridge,487610.44096899993,5453730.86975
Other Theft,2016,2,7XX DAVIE ST,Central Business District,490777.05656800006,5458311.62691
Theft from Vehicle,2016,1,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Theft from Vehicle,2016,2,MAIN ST / UNION ST,Central Business District,492733.662065,5458331.79734
Other Theft,2016,3,DUNLEVY AVE / RAILWAY ST,Strathcona,493072.97097299993,5459128.0431
Theft of Vehicle,2016,1,9XX W BROADWAY AVE,Fairview,490946.62087,5456737.1914599985
Mischief,2016,2,BEACH CRES / RICHARDS ST,Central Business District,490664.240719,5457832.86264
Theft from Vehicle,2016,1,8XX BEATTY ST,Central Business District,491708.175286,5458311.89738
Other Theft,2016,2,16XX E BROADWAY AVE,Kensington-Cedar Cottage,494831.4068,5456617.10743
Other Theft,2016,1,12XX HOWE ST,Central Business District,490731.10143,5458322.32838
Other Theft,2016,2,3XX W PENDER ST,Central Business District,491900.430187,5458861.4488
Offence Against a Person,2016,2,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Other Theft,2016,1,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.92331
Theft from Vehicle,2016,1,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Other Theft,2016,1,20XX ALMA ST,West Point Grey,486484.454711,5457256.72986
Mischief,2016,2,5XX MALKIN AVE,Strathcona,493185.234171,5458211.86918
Other Theft,2016,1,20XX ALMA ST,West Point Grey,486484.454711,5457256.72986
Theft from Vehicle,2016,1,5XX RICHARDS ST,Central Business District,491746.540013,5458929.7928599985
Other Theft,2016,1,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.92331
Other Theft,2016,1,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.92331
Break and Enter Residential/Other,2016,3,30XX W 49TH AVE,Kerrisdale,487393.323218,5452743.263119998
Theft from Vehicle,2016,1,13XX GRANT ST,Grandview-Woodland,494461.554251,5457643.93435
Other Theft,2016,1,12XX HOWE ST,Central Business District,490731.10143,5458322.32838
Break and Enter Commercial,2016,2,9XX MAIN ST,Central Business District,492725.684238,5458181.50832
Other Theft,2016,1,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.92331
Other Theft,2016,2,TRAFALGAR ST / W 12TH AVE,Kitsilano,488010.796782,5456504.49003
Theft from Vehicle,2016,3,5XX WHEELHOUSE SQ,Fairview,491562.996592,5457382.86791
Theft from Vehicle,2016,1,5XX WHEELHOUSE SQ,Fairview,491562.996592,5457382.86791
Offence Against a Person,2016,3,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2016,1,59XX WILLOW ST,Oakridge,490979.883746,5453226.00959
Mischief,2016,3,8X W PENDER ST,Central Business District,492214.491143,5458700.84836
Break and Enter Residential/Other,2016,1,24XX TURNER ST,Hastings-Sunrise,495909.429456,5458480.49696
Theft from Vehicle,2016,1,24XX E 49TH AVE,Victoria-Fraserview,495834.614896,5452449.21238
Mischief,2016,2,5XX KOOTENAY ST,Hastings-Sunrise,498132.971992,5458599.7855
Break and Enter Commercial,2016,1,8XX CAMBIE ST,Central Business District,491607.431599,5458366.383280002
Break and Enter Residential/Other,2016,1,1XX E 1ST AVE,Mount Pleasant,492652.286285,5457486.13612
Break and Enter Commercial,2016,2,9XX MAIN ST,Central Business District,492726.79033100005,5458223.8329099985
Other Theft,2016,1,1XX W BROADWAY AVE,Mount Pleasant,492164.283605,5456701.934169998
Theft from Vehicle,2016,2,5XX TERMINAL AVE,Strathcona,493299.306821,5457625.02298
Break and Enter Residential/Other,2016,1,30XX W 4TH AVE,Kitsilano,487424.94027,5457307.40893
Other Theft,2016,3,8XX BURRARD ST,West End,491012.102869,5458904.90784
Other Theft,2016,3,8XX BURRARD ST,West End,491012.102869,5458904.90784
Break and Enter Commercial,2016,2,8XX CAMBIE ST,Central Business District,491607.431599,5458366.383280002
Theft from Vehicle,2016,1,30XX W 4TH AVE,Kitsilano,487379.757325,5457317.30946
Theft from Vehicle,2016,2,30XX W 4TH AVE,Kitsilano,487379.757325,5457317.30946
Mischief,2016,1,33XX W 12TH AVE,Kitsilano,486988.739021,5456551.8431
Mischief,2016,1,7XX DRAKE ST,Central Business District,490686.223534,5458170.71022
Other Theft,2016,1,TOLMIE ST / W 10TH AVE,West Point Grey,484566.478959,5456812.44623
Other Theft,2016,1,1XX W BROADWAY AVE,Mount Pleasant,492164.283605,5456701.934169998
Break and Enter Residential/Other,2016,2,16XX FRANKLIN ST,Grandview-Woodland,494833.930456,5458824.33197
Mischief,2016,2,33XX W 10TH AVE,Kitsilano,486992.428203,5456754.47496
Break and Enter Commercial,2016,1,6XX E HASTINGS ST,Strathcona,493416.83094,5458722.57654
Mischief,2016,2,5XX HOWE ST,Central Business District,491572.979072,5459167.20919
Break and Enter Commercial,2016,3,4X E HASTINGS ST,Central Business District,492474.956816,5458750.99399
Other Theft,2016,1,56XX VICTORIA DR,Kensington-Cedar Cottage,495227.40111899993,5453387.64876
Mischief,2016,2,33XX VICTORIA DR,Kensington-Cedar Cottage,495192.212119,5455774.28765
Theft of Vehicle,2016,2,7XX E HASTINGS ST,Strathcona,493496.79146899993,5458711.11484
Other Theft,2016,2,DUNLEVY AVE / E HASTINGS ST,Strathcona,493061.107635,5458728.8989900015
Theft of Vehicle,2016,1,3XX E 17TH AVE,Riley Park,492956.977044,5455880.2789699985
Theft from Vehicle,2016,2,59XX WALES ST,Victoria-Fraserview,496247.56627,5453012.05024
Theft from Vehicle,2016,2,5XX TERMINAL AVE,Strathcona,493215.569316,5457647.42777
Mischief,2016,2,8X W PENDER ST,Central Business District,492208.5573229999,5458692.99732
Theft from Vehicle,2016,3,55XX LABURNUM ST,Shaughnessy,489045.69092,5453685.4763
Other Theft,2016,1,1XX W BROADWAY AVE,Mount Pleasant,492164.283605,5456701.934169998
Mischief,2016,2,8X W PENDER ST,Central Business District,492208.5573229999,5458692.99732
Other Theft,2016,2,E HASTINGS ST / GARDEN DR,Grandview-Woodland,495793.395889,5458714.567840002
Mischief,2016,2,8X W PENDER ST,Central Business District,492208.5573229999,5458692.99732
Other Theft,2016,1,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.92331
Break and Enter Commercial,2016,3,4X E HASTINGS ST,Central Business District,492474.956816,5458750.99399
Mischief,2016,1,5XX HOWE ST,Central Business District,491501.1773850001,5459108.2813
Break and Enter Residential/Other,2016,2,10XX WINDERMERE ST,Hastings-Sunrise,497351.524574,5458015.39212
Theft from Vehicle,2016,1,23XX W BROADWAY AVE,Kitsilano,488439.610459,5456802.90436
Other Theft,2016,1,E GEORGIA ST / MAIN ST,Strathcona,492743.245289,5458428.52552
Mischief,2016,2,33XX QUEENS AVE,Renfrew-Collingwood,497564.146293,5454159.5604099985
Offence Against a Person,2016,2,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2016,2,26XX KINGSWAY AVE,Renfrew-Collingwood,496315.183057,5453966.3949
Break and Enter Residential/Other,2016,2,10XX WINDERMERE ST,Hastings-Sunrise,497351.57818500005,5458018.9395699985
Theft from Vehicle,2016,2,5XX W CORDOVA ST,Central Business District,491901.921801,5459137.68556
Offence Against a Person,2016,2,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2016,2,64XX ST GEORGE ST,Sunset,493157.686304,5452641.81794
Other Theft,2016,1,20XX ALMA ST,West Point Grey,486484.454711,5457256.72986
Other Theft,2016,2,10XX HOMER ST,Central Business District,491253.957025,5458277.2182
Break and Enter Commercial,2016,1,8XX CASSIAR ST,Hastings-Sunrise,497769.758627,5458234.444619998
Theft from Vehicle,2016,1,10XX BEACH AVE,West End,490197.478498,5458239.42115
Theft from Vehicle,2016,3,5XX TAYLOR ST,Central Business District,492323.480776,5458662.46499
Theft from Vehicle,2016,1,HEMLOCK ST / W 7TH AVE,Fairview,490100.727683,5456957.76676
Theft from Vehicle,2016,1,59XX TODERICK ST,Killarney,497881.324762,5453026.73231
Other Theft,2016,2,10XX HOMER ST,Central Business District,491253.957025,5458277.2182
Other Theft,2016,1,4XX HORNBY ST,Central Business District,491513.909541,5459253.19623
Theft from Vehicle,2016,3,5XX TAYLOR ST,Central Business District,492323.480776,5458662.46499
Theft from Vehicle,2016,2,5XX TAYLOR ST,Central Business District,492323.480776,5458662.46499
Theft from Vehicle,2016,1,5XX TAYLOR ST,Central Business District,492323.480776,5458662.46499
Break and Enter Residential/Other,2016,1,16XX GRANVILLE ST,Central Business District,490419.583961,5457877.15775
Break and Enter Residential/Other,2016,2,16XX HARO ST,West End,490244.613589,5459630.69305
Theft from Vehicle,2016,1,17XX KINGSWAY AVE,Kensington-Cedar Cottage,495021.536337,5454885.085530002
Break and Enter Commercial,2016,2,58XX CAMBIE ST,Oakridge,491552.300159,5453249.93072
Offence Against a Person,2016,1,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Other Theft,2016,3,10XX ROBSON ST,West End,491045.570421,5458984.3631
Theft from Vehicle,2016,1,CAMBIE ST / W GEORGIA ST,Central Business District,491761.036082,5458513.52112
Theft from Vehicle,2016,3,8XX CAMBIE ST,Central Business District,491607.431599,5458366.383280002
Other Theft,2016,2,20XX ALMA ST,West Point Grey,486484.454711,5457256.72986
Offence Against a Person,2016,3,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2016,1,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2016,1,CAMBIE ST / W GEORGIA ST,Central Business District,491761.036082,5458513.52112
Theft from Vehicle,2016,1,2XX GRANVILLE ST,Central Business District,491833.5671770001,5459286.87514
Other Theft,2016,1,1XX W BROADWAY AVE,Mount Pleasant,492164.283605,5456701.934169998
Theft from Vehicle,2016,2,13XX SW MARINE DR,Marpole,490174.845231,5450028.53455
Theft from Vehicle,2016,3,2XX GRANVILLE ST,Central Business District,491833.5671770001,5459286.87514
Other Theft,2016,3,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.92331
Other Theft,2016,3,20XX ALMA ST,West Point Grey,486484.454711,5457256.72986
Mischief,2016,1,5XX HOWE ST,Central Business District,491470.552527,5459077.62936
Other Theft,2016,1,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.774826,5456160.70214
Other Theft,2016,2,10XX MAINLAND ST,Central Business District,491323.204291,5458184.317419998
Break and Enter Residential/Other,2016,2,16XX KITCHENER ST,Grandview-Woodland,494832.13958,5457716.56142
Other Theft,2016,3,20XX ALMA ST,West Point Grey,486484.454711,5457256.72986
Break and Enter Commercial,2016,1,8XX E BROADWAY AVE,Mount Pleasant,493753.328772,5456631.88099
Other Theft,2016,1,10XX DAVIE ST,West End,490552.92629,5458532.41622
Theft from Vehicle,2016,1,59XX SHERBROOKE ST,Sunset,494087.825865,5453031.1648900015
Mischief,2016,3,8X W 2ND AVE,Mount Pleasant,492261.651679,5457400.32385
Other Theft,2016,1,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.92331
Theft from Vehicle,2016,1,5XX TAYLOR ST,Central Business District,492323.480776,5458662.46499
Mischief,2016,2,7XX BUTE ST,West End,490797.65903900005,5459282.3112
Break and Enter Residential/Other,2016,1,31XX E 19TH AVE,Renfrew-Collingwood,497288.6843,5455603.3158800015
Mischief,2016,1,5XX HORNBY ST,Central Business District,491449.676507,5459186.2904900005
Other Theft,2016,2,1XX W BROADWAY AVE,Mount Pleasant,492164.283605,5456701.934169998
Mischief,2016,1,5XX HORNBY ST,Central Business District,491449.676507,5459186.2904900005
Theft from Vehicle,2016,1,CAMBIE ST / W GEORGIA ST,Central Business District,491761.036082,5458513.52112
Other Theft,2016,2,1XX W BROADWAY AVE,Mount Pleasant,492164.283605,5456701.934169998
Offence Against a Person,2016,1,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Other Theft,2016,2,2XX W 3RD AVE,Mount Pleasant,491955.938074,5457296.278580002
Theft from Vehicle,2016,3,8XX E 58TH AVE,Sunset,493611.766279,5451618.64965
Other Theft,2016,1,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.774826,5456160.70214
Break and Enter Residential/Other,2016,3,24XX W 3RD AVE,Kitsilano,488338.585423,5457382.49966
Other Theft,2016,1,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.774826,5456160.70214
Theft from Vehicle,2016,2,11XX W 13TH AVE,Fairview,490541.673891,5456337.220430002
Other Theft,2016,1,10XX ROBSON ST,West End,490963.776521,5459065.19157
Theft from Vehicle,2016,2,5XX HEATLEY AVE,Strathcona,493489.848745,5458604.9321
Mischief,2016,1,47XX MOSS ST,Renfrew-Collingwood,496888.992838,5454399.36895
Theft of Vehicle,2016,2,7XX GREAT NORTHERN WAY,Mount Pleasant,493622.552807,5457072.575180002
Other Theft,2016,1,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.774826,5456160.70214
Mischief,2016,3,33XX KINGSWAY AVE,Renfrew-Collingwood,497431.517569,5453455.82085
Other Theft,2016,2,1XX W BROADWAY AVE,Mount Pleasant,492164.283605,5456701.934169998
Other Theft,2016,1,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.774826,5456160.70214
Mischief,2016,3,47XX MANOR ST,Renfrew-Collingwood,497179.540095,5454424.97352
Other Theft,2016,1,2XX W 2ND AVE,Mount Pleasant,491984.276065,5457362.09444
Theft from Vehicle,2016,1,9XX W 33RD AVE,South Cambie,490759.865243,5454304.26434
Theft from Vehicle,2016,3,18XX BALSAM ST,Kitsilano,488369.79444,5457431.0771
Other Theft,2016,2,10XX W 11TH AVE,Fairview,490774.181647,5456532.73967
Break and Enter Residential/Other,2016,2,31XX E 28TH AVE,Renfrew-Collingwood,497174.436502,5454731.74535
Mischief,2016,2,33XX KINGSWAY AVE,Renfrew-Collingwood,497390.472625,5453477.3077300005
Theft of Vehicle,2016,1,2XX GRANVILLE ST,Central Business District,491833.5671770001,5459286.87514
Other Theft,2016,1,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.774826,5456160.70214
Other Theft,2016,1,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.774826,5456160.70214
Other Theft,2016,2,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.774826,5456160.70214
Theft of Vehicle,2016,2,7XX HEATLEY AVE,Strathcona,493483.005663,5458402.68437
Other Theft,2016,1,3XX WATER ST,Central Business District,492076.924599,5459065.57368
Other Theft,2016,2,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.774826,5456160.70214
Other Theft,2016,2,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.774826,5456160.70214
Break and Enter Commercial,2016,3,40XX VICTORIA DR,Kensington-Cedar Cottage,495260.085571,5455122.504930002
Theft from Vehicle,2016,3,24XX E 23RD AVE,Renfrew-Collingwood,495941.08982,5455212.11547
Theft of Vehicle,2016,1,61XX OAK ST,Oakridge,490669.287728,5453021.28725
Break and Enter Residential/Other,2016,1,1XX E 47TH AVE,Sunset,492493.656687,5452767.71742
Other Theft,2016,2,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.774826,5456160.70214
Theft from Vehicle,2016,1,2XX INDUSTRIAL AVE,Strathcona,492730.0330680001,5457519.17453
Mischief,2016,2,5XX HOMER ST,Central Business District,491795.139772,5458836.38674
Theft of Vehicle,2016,2,35XX PRICE ST,Renfrew-Collingwood,497961.258169,5454301.960390002
Mischief,2016,2,33XX FINDLAY ST,Kensington-Cedar Cottage,495058.76784,5455789.05963
Break and Enter Commercial,2016,2,59XX FRASER ST,Sunset,493399.640655,5453108.01291
Theft from Vehicle,2016,2,6X W CORDOVA ST,Central Business District,492301.01883,5458898.0096
Break and Enter Residential/Other,2016,2,1XX E 47TH AVE,Sunset,492537.929634,5452757.32212
Other Theft,2016,2,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.774826,5456160.70214
Other Theft,2016,2,41XX MAIN ST,Riley Park,492644.26762700005,5454989.59748
Break and Enter Commercial,2016,1,59XX FRASER ST,Sunset,493399.944224,5453076.76113
Theft of Vehicle,2016,1,31XX W 13TH AVE,Kitsilano,487323.866907,5456433.05198
Break and Enter Commercial,2016,1,4XX MAIN ST,Central Business District,492744.46349,5458659.06819
Theft from Vehicle,2016,2,6X W CORDOVA ST,Central Business District,492301.01883,5458898.0096
Theft of Vehicle,2016,1,7XX HORNBY ST,Central Business District,491263.289504,5458997.96796
Break and Enter Commercial,2016,2,6XX EVANS AVE,Strathcona,493476.724793,5457724.9697900005
Other Theft,2016,3,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.774826,5456160.70214
Other Theft,2016,2,1XX W BROADWAY AVE,Mount Pleasant,492164.283605,5456701.934169998
Other Theft,2016,3,5XX W BROADWAY AVE,Fairview,491628.866408,5456718.0587
Break and Enter Commercial,2016,2,7XX THURLOW ST,West End,490939.730712,5459114.48734
Offence Against a Person,2016,1,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2016,2,33XX E 46TH AVE,Killarney,497538.7895810001,5452853.7311
Other Theft,2016,3,84XX GRANVILLE ST,Marpole,489762.829246,5450782.71522
Theft from Vehicle,2016,2,18XX E PENDER ST,Grandview-Woodland,495041.515237,5458609.50701
Other Theft,2016,1,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.92331
Other Theft,2016,1,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.76974399993,5456155.92331
Break and Enter Commercial,2016,3,41XX GLADSTONE ST,Kensington-Cedar Cottage,495591.65722,5455030.1882
Other Theft,2016,3,5XX GRANVILLE ST,Central Business District,491597.742359,5459062.3465
Theft from Vehicle,2016,2,8XX CAMBIE ST,Central Business District,491607.431599,5458366.383280002
Break and Enter Commercial,2016,3,7XX THURLOW ST,West End,490940.063154,5459127.76844
Theft from Vehicle,2016,1,BURRARD ST / W CORDOVA ST,Central Business District,491550.31520600006,5459441.32919
Other Theft,2016,2,1XX W BROADWAY AVE,Mount Pleasant,492164.283605,5456701.934169998
Offence Against a Person,2016,1,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2016,1,27XX W 4TH AVE,Kitsilano,487813.860641,5457298.81104
Other Theft,2016,2,1XX W BROADWAY AVE,Mount Pleasant,492164.283605,5456701.934169998
Other Theft,2016,3,1XX W BROADWAY AVE,Mount Pleasant,492164.283605,5456701.934169998
Theft from Vehicle,2016,1,27XX CRANBERRY DR,Kitsilano,488823.086541,5456555.64989
Other Theft,2016,1,20XX BARCLAY ST,West End,489775.158317,5459925.98975
Theft from Vehicle,2016,1,27XX CRANBERRY DR,Kitsilano,488823.086541,5456555.64989
